1;1;[0, 0, 0, 13, 0, 0, 7, 123, 0, 0, 1, 19, 5, 4, 77, 312, 1, 8, 1, 50, 2, 6, 2, 327, 5, 13, 3, 47, 12, 21, 47, 590, 2, 2, 1, 2, 2, 0, 6, 33, 4, 2, 0, 11, 6, 7, 36, 67, 9, 122, 5, 163, 5, 15, 19, 190, 13, 20, 8, 46, 12, 33, 22, 87, 0, 1, 0, 5, 0, 0, 3, 29, 1, 3, 1, 3, 6, 3, 26, 31, 0, 8, 1, 32, 3, 2, 7, 43, 7, 10, 8, 14, 6, 4, 26, 49, 9, 8, 6, 12, 1, 5, 8, 33, 8, 11, 10, 20, 24, 13, 25, 45, 45, 170, 18, 333, 32, 23, 30, 88, 40, 33, 20, 29, 26, 21, 40, 31, 1, 0, 0, 7, 0, 3, 10, 57, 10, 15, 12, 25, 81, 30, 333, 224, 3, 6, 2, 25, 6, 15, 16, 39, 9, 29, 6, 33, 30, 27, 50, 108, 1, 3, 2, 9, 6, 6, 7, 23, 7, 8, 6, 11, 32, 16, 37, 30, 5, 21, 1, 22, 7, 9, 11, 31, 21, 25, 7, 14, 25, 25, 20, 23, 4, 7, 7, 16, 3, 6, 16, 52, 79, 27, 21, 23, 353, 43, 347, 100, 13, 19, 8, 20, 19, 8, 32, 38, 69, 29, 31, 29, 71, 21, 58, 44, 130, 37, 24, 44, 40, 28, 55, 68, 290, 44, 45, 39, 266, 33, 128, 47, 232, 153, 29, 71, 57, 31, 38, 35, 445, 102, 58, 37, 113, 20, 50, 24]
1;2;[0, 0, 0, 11, 0, 0, 9, 137, 0, 0, 1, 11, 3, 3, 74, 306, 1, 5, 0, 49, 0, 5, 2, 200, 5, 11, 3, 36, 11, 18, 39, 505, 0, 0, 0, 3, 0, 2, 4, 33, 0, 3, 0, 8, 9, 4, 25, 60, 2, 95, 4, 209, 4, 29, 10, 173, 12, 31, 7, 46, 16, 31, 39, 120, 0, 0, 0, 3, 0, 1, 3, 29, 0, 0, 2, 9, 2, 4, 24, 34, 0, 3, 0, 20, 0, 5, 11, 53, 2, 9, 4, 16, 9, 6, 21, 44, 3, 3, 5, 16, 2, 4, 13, 40, 6, 9, 5, 17, 15, 10, 39, 46, 32, 205, 20, 378, 21, 35, 29, 114, 43, 52, 24, 44, 32, 18, 41, 55, 0, 0, 0, 4, 0, 2, 8, 42, 5, 3, 3, 22, 83, 38, 283, 258, 0, 4, 3, 22, 5, 9, 7, 60, 7, 14, 6, 41, 32, 40, 65, 143, 0, 4, 3, 8, 3, 1, 7, 21, 7, 6, 3, 19, 25, 18, 38, 46, 3, 27, 1, 23, 6, 23, 9, 25, 23, 32, 8, 25, 27, 28, 21, 29, 2, 4, 7, 10, 7, 8, 24, 29, 50, 21, 30, 34, 331, 33, 348, 124, 9, 21, 7, 29, 9, 17, 28, 41, 45, 32, 30, 44, 87, 22, 62, 43, 94, 43, 22, 42, 41, 25, 42, 47, 262, 53, 46, 43, 237, 30, 153, 51, 263, 180, 37, 76, 69, 44, 46, 45, 448, 102, 56, 35, 116, 40, 75, 11]
1;3;[0, 0, 0, 14, 2, 1, 6, 166, 0, 1, 0, 12, 5, 2, 80, 361, 1, 8, 1, 51, 1, 3, 10, 327, 16, 14, 2, 33, 7, 15, 51, 594, 4, 0, 0, 6, 1, 4, 9, 28, 2, 1, 0, 11, 6, 4, 30, 79, 4, 81, 3, 141, 6, 26, 16, 155, 9, 27, 2, 29, 23, 30, 30, 109, 0, 2, 2, 9, 0, 0, 3, 17, 0, 1, 0, 4, 6, 1, 25, 39, 0, 8, 2, 23, 1, 3, 3, 22, 3, 6, 4, 27, 5, 10, 24, 47, 14, 1, 5, 23, 7, 9, 12, 46, 8, 6, 4, 18, 9, 8, 39, 60, 47, 132, 23, 313, 22, 19, 28, 83, 38, 39, 15, 49, 37, 20, 45, 57, 0, 0, 1, 4, 0, 3, 2, 46, 5, 3, 4, 27, 58, 32, 269, 264, 2, 2, 1, 19, 4, 9, 9, 59, 15, 17, 10, 38, 36, 26, 68, 135, 0, 0, 0, 3, 3, 3, 2, 30, 3, 3, 2, 12, 28, 19, 35, 44, 7, 19, 1, 23, 6, 15, 9, 26, 15, 33, 6, 18, 26, 32, 28, 28, 8, 0, 1, 16, 6, 5, 14, 63, 65, 27, 34, 33, 272, 35, 254, 123, 14, 18, 6, 26, 8, 14, 23, 53, 55, 46, 15, 32, 46, 22, 72, 55, 128, 40, 14, 35, 54, 24, 45, 72, 300, 57, 35, 41, 223, 37, 113, 70, 314, 166, 27, 77, 61, 31, 48, 67, 484, 120, 52, 45, 104, 27, 61, 31]
1;4;[0, 0, 0, 5, 0, 0, 3, 132, 0, 1, 0, 9, 4, 2, 46, 250, 0, 4, 0, 33, 2, 9, 5, 273, 3, 7, 2, 37, 6, 15, 27, 502, 0, 1, 0, 5, 0, 2, 9, 45, 1, 1, 2, 9, 5, 8, 24, 89, 2, 97, 0, 189, 4, 17, 8, 179, 7, 22, 6, 43, 22, 28, 32, 106, 0, 0, 1, 4, 0, 0, 4, 10, 0, 3, 4, 12, 4, 5, 19, 34, 0, 7, 2, 21, 1, 6, 7, 36, 0, 6, 3, 18, 5, 7, 23, 57, 4, 2, 2, 18, 7, 4, 10, 42, 12, 3, 9, 19, 15, 5, 23, 31, 63, 330, 16, 401, 30, 22, 19, 73, 26, 50, 15, 44, 26, 17, 38, 50, 0, 0, 0, 4, 1, 3, 6, 43, 4, 5, 5, 23, 68, 26, 252, 246, 0, 3, 2, 19, 2, 9, 13, 49, 4, 18, 8, 25, 16, 26, 51, 130, 0, 4, 0, 2, 1, 0, 5, 15, 2, 6, 11, 8, 30, 18, 32, 39, 4, 25, 4, 17, 4, 9, 9, 24, 19, 25, 6, 21, 30, 21, 22, 27, 3, 4, 5, 10, 10, 5, 15, 42, 71, 18, 25, 20, 253, 21, 346, 88, 13, 22, 11, 32, 11, 10, 24, 44, 51, 31, 11, 28, 61, 21, 44, 67, 116, 30, 23, 47, 37, 22, 47, 54, 463, 57, 40, 37, 253, 17, 122, 48, 392, 288, 40, 86, 56, 33, 31, 49, 519, 94, 47, 52, 108, 28, 43, 42]
1;5;[0, 0, 0, 11, 1, 0, 5, 168, 0, 1, 0, 7, 3, 0, 47, 305, 0, 4, 0, 48, 0, 3, 2, 165, 1, 7, 1, 23, 7, 6, 31, 432, 1, 1, 0, 5, 1, 3, 7, 30, 0, 3, 0, 10, 7, 6, 15, 37, 2, 81, 11, 191, 2, 20, 12, 132, 8, 33, 4, 45, 12, 19, 20, 89, 0, 1, 0, 4, 1, 3, 0, 9, 0, 1, 1, 3, 0, 0, 25, 26, 1, 1, 1, 17, 1, 5, 2, 37, 4, 9, 2, 13, 5, 7, 23, 33, 5, 4, 3, 19, 3, 3, 11, 35, 4, 7, 8, 15, 13, 5, 20, 29, 89, 365, 37, 413, 25, 30, 22, 81, 60, 72, 16, 57, 32, 18, 26, 42, 0, 0, 0, 5, 0, 2, 7, 20, 5, 8, 4, 7, 82, 22, 240, 221, 2, 3, 0, 17, 2, 3, 4, 38, 8, 13, 8, 21, 25, 30, 46, 91, 2, 1, 2, 4, 2, 4, 3, 20, 1, 4, 3, 6, 35, 16, 28, 30, 8, 34, 4, 32, 7, 17, 10, 23, 18, 24, 10, 19, 23, 19, 16, 22, 5, 1, 1, 10, 1, 4, 18, 37, 50, 17, 14, 20, 336, 24, 377, 78, 14, 12, 5, 22, 9, 7, 12, 34, 53, 31, 18, 26, 39, 15, 61, 38, 117, 53, 15, 46, 38, 19, 36, 62, 329, 68, 54, 39, 197, 31, 94, 49, 567, 421, 62, 133, 75, 43, 36, 46, 590, 151, 60, 55, 87, 19, 38, 15]
1;6;[0, 1, 0, 5, 0, 1, 3, 125, 0, 2, 3, 24, 3, 8, 63, 274, 0, 3, 0, 49, 0, 6, 12, 301, 2, 9, 3, 47, 8, 24, 45, 475, 2, 1, 0, 4, 2, 1, 7, 38, 0, 2, 2, 19, 4, 9, 22, 82, 1, 115, 2, 191, 1, 28, 15, 194, 8, 19, 10, 59, 20, 30, 29, 115, 0, 0, 0, 5, 0, 1, 7, 18, 0, 2, 2, 7, 5, 3, 34, 30, 0, 7, 2, 27, 3, 8, 12, 40, 4, 6, 6, 26, 9, 9, 36, 55, 15, 9, 3, 14, 2, 5, 11, 45, 6, 9, 5, 15, 14, 15, 33, 46, 44, 174, 22, 358, 24, 35, 27, 109, 38, 32, 24, 49, 39, 13, 42, 41, 0, 0, 0, 7, 2, 2, 10, 45, 5, 6, 10, 26, 91, 37, 336, 212, 1, 9, 1, 20, 4, 12, 13, 71, 8, 24, 4, 30, 30, 36, 59, 136, 1, 4, 0, 5, 5, 7, 4, 22, 4, 7, 7, 15, 37, 31, 56, 47, 4, 32, 8, 20, 10, 10, 11, 26, 29, 22, 10, 15, 44, 33, 23, 25, 2, 8, 5, 19, 12, 12, 17, 45, 64, 14, 42, 43, 356, 32, 371, 112, 14, 17, 9, 32, 16, 17, 30, 34, 52, 38, 20, 27, 74, 22, 89, 71, 85, 20, 10, 31, 38, 21, 36, 82, 299, 37, 37, 37, 267, 35, 123, 69, 165, 147, 29, 76, 54, 32, 32, 59, 305, 96, 46, 41, 117, 26, 75, 30]
1;7;[0, 0, 0, 8, 0, 1, 6, 159, 0, 1, 1, 21, 4, 4, 64, 330, 1, 13, 1, 57, 3, 13, 14, 308, 12, 16, 5, 48, 15, 27, 60, 579, 2, 0, 0, 4, 1, 2, 4, 54, 1, 6, 0, 12, 6, 7, 29, 58, 6, 110, 3, 215, 6, 25, 20, 230, 15, 20, 6, 53, 14, 25, 42, 101, 0, 0, 2, 1, 0, 0, 2, 20, 0, 1, 1, 5, 3, 1, 25, 26, 1, 3, 3, 29, 3, 2, 6, 31, 5, 6, 6, 21, 10, 8, 22, 42, 11, 2, 3, 31, 0, 6, 20, 39, 10, 11, 4, 21, 24, 10, 33, 52, 45, 224, 22, 327, 21, 24, 30, 99, 50, 45, 12, 46, 33, 18, 32, 38, 0, 0, 0, 7, 1, 4, 5, 47, 8, 6, 7, 27, 73, 18, 255, 230, 3, 8, 1, 28, 4, 11, 14, 59, 23, 17, 5, 46, 29, 26, 52, 124, 2, 1, 0, 4, 1, 5, 5, 17, 3, 7, 3, 10, 22, 13, 29, 36, 5, 22, 3, 19, 10, 7, 8, 27, 21, 25, 4, 10, 29, 27, 18, 18, 4, 9, 3, 25, 7, 5, 23, 54, 62, 24, 28, 29, 342, 34, 324, 109, 19, 29, 3, 22, 11, 10, 22, 36, 54, 31, 17, 37, 42, 12, 55, 49, 128, 31, 17, 41, 48, 17, 51, 67, 359, 43, 25, 26, 283, 27, 93, 47, 254, 155, 24, 82, 43, 22, 39, 60, 427, 102, 22, 34, 101, 18, 31, 31]
1;8;[0, 0, 0, 11, 1, 3, 11, 187, 0, 3, 1, 10, 2, 4, 68, 339, 1, 5, 0, 46, 0, 10, 14, 248, 3, 9, 2, 50, 11, 12, 44, 537, 0, 2, 1, 6, 0, 2, 7, 34, 3, 0, 3, 6, 6, 5, 29, 57, 6, 83, 8, 158, 5, 14, 8, 144, 10, 19, 2, 42, 12, 21, 23, 94, 0, 0, 0, 6, 0, 3, 3, 21, 0, 1, 1, 0, 6, 2, 13, 30, 0, 5, 0, 14, 1, 1, 5, 35, 4, 6, 2, 9, 3, 6, 13, 47, 9, 6, 2, 11, 7, 10, 6, 31, 5, 8, 3, 18, 17, 13, 20, 39, 70, 289, 17, 361, 27, 23, 21, 74, 41, 37, 15, 44, 25, 19, 34, 44, 0, 1, 1, 7, 2, 2, 2, 39, 2, 6, 6, 16, 75, 20, 237, 211, 2, 7, 1, 21, 6, 3, 9, 42, 13, 19, 9, 28, 11, 20, 35, 106, 1, 1, 1, 2, 0, 6, 6, 27, 7, 7, 3, 9, 15, 12, 27, 21, 2, 23, 5, 25, 5, 8, 9, 25, 19, 25, 9, 13, 32, 23, 17, 30, 6, 5, 2, 5, 5, 5, 8, 39, 67, 22, 26, 30, 266, 19, 281, 89, 9, 16, 7, 25, 7, 8, 16, 36, 62, 35, 21, 35, 50, 25, 54, 55, 163, 25, 22, 33, 43, 13, 39, 58, 363, 58, 31, 44, 264, 31, 119, 47, 571, 271, 40, 84, 49, 33, 38, 59, 645, 102, 45, 50, 124, 27, 50, 28]
1;9;[0, 0, 0, 9, 0, 0, 9, 199, 1, 1, 0, 14, 2, 4, 55, 376, 1, 3, 1, 48, 1, 6, 9, 273, 6, 13, 3, 54, 13, 19, 51, 567, 0, 1, 0, 3, 0, 1, 1, 52, 3, 2, 1, 10, 4, 8, 17, 64, 6, 80, 2, 194, 2, 15, 15, 201, 11, 26, 2, 34, 20, 16, 27, 100, 0, 0, 0, 0, 0, 0, 2, 25, 0, 1, 0, 4, 3, 1, 14, 17, 0, 5, 1, 13, 0, 4, 2, 20, 7, 4, 1, 13, 5, 4, 11, 44, 5, 8, 1, 9, 2, 2, 12, 50, 8, 8, 5, 22, 12, 5, 26, 41, 79, 359, 23, 368, 17, 19, 18, 78, 71, 49, 24, 48, 36, 13, 33, 23, 0, 0, 0, 5, 1, 4, 6, 48, 8, 5, 1, 14, 54, 14, 149, 172, 0, 8, 3, 20, 4, 3, 5, 66, 16, 16, 2, 36, 25, 12, 32, 92, 0, 2, 1, 2, 0, 3, 3, 23, 5, 8, 3, 7, 26, 13, 19, 23, 2, 15, 2, 27, 7, 8, 16, 26, 17, 27, 7, 24, 24, 15, 12, 18, 3, 4, 3, 10, 4, 6, 13, 49, 63, 24, 23, 15, 200, 14, 253, 66, 13, 21, 3, 20, 15, 16, 18, 41, 51, 30, 19, 30, 45, 19, 35, 44, 174, 42, 11, 36, 44, 11, 43, 68, 445, 68, 43, 49, 201, 14, 88, 46, 602, 288, 32, 110, 78, 29, 36, 39, 652, 115, 29, 32, 96, 16, 34, 26]
1;10;[0, 0, 0, 11, 0, 0, 6, 195, 0, 1, 0, 11, 4, 2, 58, 313, 0, 3, 0, 49, 0, 6, 2, 220, 5, 12, 5, 41, 8, 18, 39, 457, 0, 2, 0, 7, 1, 2, 4, 37, 0, 3, 1, 8, 6, 1, 30, 44, 3, 113, 5, 154, 4, 24, 11, 123, 6, 23, 4, 33, 17, 19, 20, 90, 0, 0, 2, 0, 0, 1, 5, 10, 0, 0, 0, 4, 5, 0, 19, 41, 0, 2, 1, 18, 1, 6, 2, 30, 2, 6, 6, 16, 5, 12, 11, 32, 3, 1, 4, 11, 4, 5, 17, 37, 7, 9, 5, 14, 6, 5, 25, 33, 61, 322, 25, 375, 28, 24, 22, 60, 36, 55, 16, 41, 26, 14, 39, 41, 0, 1, 0, 3, 1, 2, 3, 37, 5, 4, 7, 17, 81, 35, 294, 226, 0, 1, 0, 11, 1, 5, 5, 35, 15, 18, 8, 22, 22, 24, 55, 109, 0, 4, 0, 8, 4, 2, 7, 15, 4, 5, 5, 15, 35, 11, 35, 29, 2, 25, 4, 22, 4, 6, 8, 20, 13, 29, 4, 14, 24, 44, 19, 28, 4, 5, 3, 9, 4, 3, 17, 38, 60, 17, 27, 20, 307, 23, 368, 106, 16, 18, 5, 18, 8, 8, 16, 29, 53, 30, 21, 40, 34, 20, 57, 46, 139, 47, 17, 33, 41, 13, 40, 41, 353, 53, 37, 26, 217, 28, 112, 41, 612, 350, 36, 97, 75, 26, 22, 42, 628, 112, 54, 37, 91, 21, 45, 27]
2;1;[0, 1, 0, 12, 4, 2, 14, 144, 2, 3, 1, 21, 7, 6, 96, 310, 1, 10, 3, 78, 4, 3, 15, 247, 22, 17, 6, 53, 23, 15, 56, 485, 2, 2, 0, 7, 1, 3, 8, 44, 5, 5, 2, 10, 10, 9, 26, 63, 11, 130, 4, 283, 12, 22, 25, 154, 20, 31, 11, 44, 20, 34, 30, 73, 0, 0, 8, 6, 2, 0, 15, 19, 2, 2, 5, 6, 13, 5, 39, 35, 0, 2, 3, 20, 3, 9, 9, 38, 10, 6, 5, 23, 12, 14, 19, 35, 12, 11, 9, 23, 8, 4, 25, 49, 19, 25, 6, 29, 21, 12, 52, 50, 51, 176, 33, 332, 34, 24, 31, 69, 46, 44, 20, 31, 45, 15, 27, 20, 2, 2, 1, 7, 1, 7, 11, 47, 5, 14, 3, 23, 120, 32, 301, 230, 0, 6, 0, 25, 5, 11, 26, 77, 16, 34, 14, 27, 41, 36, 55, 82, 1, 3, 1, 9, 2, 7, 11, 37, 4, 8, 5, 13, 29, 14, 34, 23, 6, 31, 7, 41, 8, 11, 24, 20, 19, 30, 14, 19, 38, 28, 16, 18, 19, 3, 7, 17, 9, 6, 29, 60, 87, 32, 25, 34, 295, 39, 325, 67, 12, 18, 13, 27, 29, 22, 36, 56, 54, 36, 20, 38, 55, 21, 51, 31, 125, 36, 12, 60, 45, 23, 53, 80, 239, 67, 30, 35, 188, 41, 81, 52, 246, 155, 29, 62, 54, 19, 48, 30, 347, 77, 37, 43, 84, 18, 24, 19]
2;2;[0, 2, 0, 16, 1, 0, 13, 150, 0, 1, 1, 19, 7, 5, 77, 299, 0, 11, 2, 60, 2, 8, 15, 306, 6, 13, 4, 59, 25, 25, 76, 487, 2, 2, 0, 5, 3, 2, 9, 37, 4, 6, 0, 17, 6, 7, 26, 64, 6, 125, 10, 264, 4, 31, 29, 166, 23, 32, 7, 34, 27, 34, 42, 95, 0, 1, 2, 5, 1, 2, 8, 20, 0, 3, 1, 7, 11, 6, 37, 32, 0, 2, 2, 29, 3, 5, 2, 26, 2, 16, 6, 16, 10, 11, 23, 40, 7, 8, 6, 26, 8, 7, 17, 45, 11, 18, 7, 26, 33, 19, 32, 51, 54, 216, 16, 350, 22, 21, 27, 69, 53, 29, 20, 35, 34, 22, 40, 44, 6, 0, 0, 5, 3, 4, 10, 50, 10, 11, 4, 25, 128, 35, 307, 232, 4, 2, 0, 20, 9, 10, 15, 83, 20, 34, 13, 36, 29, 30, 49, 91, 1, 2, 3, 4, 1, 7, 3, 31, 7, 10, 3, 22, 25, 19, 25, 23, 4, 21, 7, 27, 8, 16, 16, 32, 20, 27, 11, 21, 33, 24, 21, 27, 15, 2, 6, 14, 9, 4, 23, 53, 82, 26, 26, 40, 267, 36, 351, 84, 16, 23, 5, 27, 14, 17, 36, 55, 59, 33, 16, 27, 39, 18, 56, 36, 137, 47, 13, 37, 45, 28, 61, 116, 270, 63, 26, 47, 177, 25, 66, 49, 231, 138, 28, 65, 57, 17, 42, 45, 387, 75, 33, 33, 72, 14, 37, 21]
2;3;[0, 3, 0, 14, 2, 3, 15, 156, 0, 2, 2, 19, 12, 4, 91, 300, 0, 8, 3, 79, 2, 5, 22, 271, 15, 24, 5, 55, 30, 15, 72, 457, 4, 1, 1, 10, 1, 4, 9, 50, 4, 8, 3, 17, 9, 10, 31, 57, 10, 102, 1, 281, 5, 30, 30, 189, 16, 33, 7, 36, 31, 35, 32, 87, 0, 1, 7, 8, 1, 0, 7, 12, 3, 4, 3, 6, 17, 4, 35, 39, 1, 6, 3, 23, 2, 0, 8, 27, 6, 9, 6, 20, 10, 11, 19, 29, 12, 11, 14, 16, 8, 8, 23, 41, 17, 19, 8, 24, 35, 12, 33, 61, 67, 217, 29, 360, 28, 28, 35, 48, 42, 46, 16, 35, 27, 13, 39, 40, 5, 0, 1, 2, 1, 4, 13, 52, 18, 9, 2, 21, 98, 32, 277, 222, 2, 4, 2, 30, 8, 9, 21, 66, 25, 27, 11, 30, 35, 45, 62, 92, 3, 3, 1, 6, 3, 7, 10, 26, 5, 13, 7, 19, 29, 19, 26, 20, 11, 23, 3, 34, 8, 20, 22, 33, 21, 35, 5, 19, 29, 48, 19, 18, 13, 8, 3, 15, 8, 8, 30, 55, 95, 26, 24, 38, 269, 33, 329, 55, 17, 17, 5, 21, 19, 14, 39, 45, 59, 34, 16, 40, 46, 22, 46, 48, 118, 41, 11, 43, 46, 24, 52, 92, 224, 53, 25, 31, 188, 24, 74, 62, 248, 156, 25, 74, 71, 23, 37, 45, 379, 77, 28, 47, 51, 20, 41, 37]
2;4;[0, 2, 0, 19, 0, 0, 9, 132, 0, 0, 0, 12, 6, 5, 86, 305, 0, 11, 0, 76, 1, 4, 18, 343, 13, 21, 4, 56, 26, 21, 68, 474, 3, 4, 1, 4, 0, 3, 7, 32, 1, 8, 2, 21, 19, 9, 20, 64, 10, 109, 5, 238, 2, 26, 31, 168, 28, 24, 12, 36, 22, 26, 30, 110, 0, 0, 4, 8, 0, 0, 12, 18, 2, 1, 1, 5, 15, 5, 36, 30, 0, 2, 0, 21, 1, 4, 4, 30, 4, 9, 6, 15, 4, 6, 30, 42, 9, 6, 4, 20, 7, 4, 18, 49, 20, 9, 8, 27, 25, 7, 29, 50, 61, 226, 16, 339, 27, 17, 17, 70, 47, 40, 26, 27, 30, 16, 42, 50, 4, 0, 0, 4, 3, 6, 6, 49, 9, 7, 3, 16, 109, 48, 302, 273, 3, 4, 1, 19, 3, 10, 19, 71, 13, 37, 10, 30, 39, 33, 42, 91, 2, 3, 0, 2, 4, 8, 6, 22, 3, 9, 7, 17, 27, 13, 21, 31, 4, 20, 7, 24, 7, 17, 19, 31, 22, 28, 7, 15, 25, 38, 13, 25, 15, 7, 7, 17, 15, 4, 23, 47, 92, 36, 22, 33, 272, 27, 370, 81, 17, 22, 6, 28, 19, 9, 33, 49, 56, 21, 28, 31, 37, 16, 55, 33, 131, 46, 12, 53, 37, 28, 56, 93, 286, 57, 15, 53, 195, 25, 79, 41, 233, 165, 20, 55, 53, 24, 45, 54, 422, 78, 26, 30, 86, 18, 39, 35]
